pixel_density,brightness,std_deviation
0.1715089034676663,224.2464,60.42279774257396
0.1595547309833024,215.854,59.20934963331382
1.5693730729701951,130.9068,57.39309813697114
0.7806267806267806,155.0704,63.57646611632326
0.2709710218607016,177.734,57.19634991850441
0.1225864391558149,217.4384,52.2182554806267
0.8142235123367199,151.934,62.074645742041895
0.5015015015015015,173.1504,66.40172121142643
0.2094823415578132,196.0948,59.303721746278285
0.5792798483891346,158.4268,57.81269619867249
0.5069318866787221,133.9144,31.74546066195921
0.1027790030877812,217.26,49.067345556897614
1.0610057708161582,135.1232,50.16526309868214
0.0570824524312896,225.8376,42.29248664053699
1.1853146853146854,128.3012,39.78250970665376
0.6960651289009498,160.4988,61.63234539233437
0.2077294685990338,197.69,59.15176666846055
0.3736263736263736,177.928,62.5454300169085
0.1984659635666347,198.3012,58.274990163534135
0.5151515151515151,176.8028,65.76992559034866
1.02757502027575,140.2332,54.56664565244963
0.984126984126984,127.2384,35.57562038025479
1.2831050228310503,120.6944,29.889908140374068
0.0258514567090685,230.1008,34.39381687687484
0.2321340561853129,186.758,58.117063208665314
0.95160031225605,133.9456,43.46287888117859
1.5380710659898478,126.5256,43.94017460866536
0.9731649565903708,147.2076,59.39752606161304
1.720348204570185,123.7112,41.6829148999923
1.870264064293915,126.428,46.23032788116476
1.2522522522522523,135.0916,52.42852667622847
0.4766686355581807,144.804,45.69659926077652
1.3364485981308412,122.506,32.68770355959562
0.3157894736842105,184.8932,61.1350782592122
0.9157088122605364,136.1396,44.584527718032405
1.3169601482854494,119.1864,21.95235875800138
1.6511134676564156,116.848,28.102001636894123
1.2977941176470589,121.616,29.996635544674007
0.4180374361883153,142.1728,39.42239642842632
1.4777006937561945,121.828,35.044714523020446
0.6523463317911434,141.3,40.53753322539496
0.8063583815028902,128.5344,28.821006516775224
0.7692852087756546,130.4396,30.20521729503034
0.6835016835016835,130.3832,31.67221428571106
0.3865779256794232,140.5624,30.41877884202454
0.3638843426077469,150.2892,43.74764866092805
0.2960082944530845,176.6224,58.36643400311518
0.0204081632653061,221.2068,37.14698418122257
0.1848341232227488,157.6184,29.8856484192664
3.528985507246377,101.7644,29.00473224561813
2.259452411994785,112.7176,40.4388853733631
7.833922261484099,90.6844,30.006825834133146
1.256317689530686,119.1796,47.70207693423841
0.9936204146730464,123.4972,35.46730878090414
0.934984520123839,126.6824,39.3070977081748
0.7076502732240437,135.3936,42.74125266110014
0.5703517587939698,138.508,43.272304491441176
1.1533161068044788,116.5448,25.57988258299869
1.847380410022779,109.594,27.05143922234084
2.063725490196078,107.9436,25.27905890336901
4.399568034557236,95.7716,29.823833312302423
4.73394495412844,97.0532,29.97625676698143
3.8732943469785575,100.3876,31.93351478055618
7.169934640522876,90.6056,33.74366382952509
6.246376811594203,95.6636,37.6859447943129
0.9872813990461048,123.0188,32.12780799494419
0.968503937007874,124.7876,34.662072734330245
0.7531556802244039,121.534,22.185545835070187
0.6700066800267201,120.1524,20.3802937721712
2.075030750307503,107.0468,27.372347538346062
0.8882175226586103,117.3044,23.536723234979
0.7580872011251758,119.7232,23.37297973643925
2.3200531208499338,103.2372,28.54267219725581
5.28140703517588,92.8968,30.90722487962968
3.302925989672977,99.4876,31.619795164421923
2.602305475504323,109.3056,40.34432064913226
0.8181818181818182,143.0756,52.62179286797439
1.349624060150376,117.8576,34.01356967799763
1.2727272727272727,120.4568,35.475367986252095
0.8155410312273057,122.5236,27.737062624582293
0.6801075268817204,120.8112,22.4305763314276
0.8811136192626035,119.2224,21.20468198865524
0.3774104683195592,127.3656,21.471896437902267
1.147766323024055,115.434,21.83377301338456
2.2425421530479897,112.808,49.08972943498467
1.2301516503122212,125.5556,57.21597424356244
0.554726368159204,147.6536,52.20299615002955
1.4015369836695486,115.3792,34.85709407509467
1.2831050228310503,116.434,32.84222958326672
0.9334880123743232,118.9388,25.475240029487452
1.042483660130719,115.9132,23.934578871582428
0.3227513227513227,132.6712,26.068507639678952
0.1251125112511251,162.6428,44.93686246457356
0.0715816545220745,189.6112,49.62573560724314
0.1106175033318525,203.55,52.0848029659324
0.06928999144568,224.5936,41.425939205285374
0.1515430677107324,184.8556,50.75794665508053
0.2030798845043311,188.4156,56.05160190966892
0.4156285390713476,170.7848,62.8446217982096
0.2588116817724068,185.2156,59.4502574985172
0.1096316023080337,193.8356,48.13382773725772
0.1190689346463742,196.2884,50.640272762298586
0.2537612838515546,181.974,58.56687565510048
0.1120996441281138,188.4552,49.31279745623848
0.0455876202425763,227.2744,36.5942277502887
0.5822784810126582,133.1604,39.39286574800062
4.656108597285068,97.0592,23.79896836755745
0.5713387806411062,153.7696,60.90350167141459
0.2939958592132505,163.3124,52.95578161296461
1.3923444976076556,112.9572,25.819747639355423
3.553734061930783,99.7344,24.77893978038608
1.9832935560859188,106.4564,32.204386332299514
0.166044776119403,196.136,57.2969379984655
0.0292301358583779,207.4244,43.02153280207482
0.2487512487512487,176.1972,59.69352990199189
0.3075313807531381,149.592,43.07253342908913
0.0330578512396694,226.8408,31.495171937298583
0.1032656663724624,208.4936,46.86193720963742
0.8102824040550326,139.736,56.560487126615165
0.9485580670303976,121.9976,38.775971867124106
1.0016012810248198,116.8128,29.99977593516325
1.1626297577854672,110.2628,29.1116632324572
1.1777003484320558,114.5876,30.784501396644387
0.0912265386294194,209.4416,50.247421719328045
1.0781379883624274,111.41,28.87485238057504
1.0712510356255178,118.8156,36.41879729809868
0.0579771476936098,221.6056,42.933591145395695
0.2013455069678039,193.7788,60.63457982504703
0.7568517217146873,121.1232,27.265583099578123
0.0390689941812136,222.824,40.27857276518124
0.6170763260025873,121.8632,24.814263756154443
0.0229132569558101,227.2748,34.03911992046798
0.1343012704174228,196.3764,55.38410171737012
0.5812776723592663,125.1288,29.773736926358435
0.0850694444444444,216.4416,47.76495984966385
0.0836584308625921,209.4844,50.52847273211411
1.6371308016877637,109.7032,21.996524947363845
3.960317460317461,103.67,21.258511236678828
0.1568718186024988,207.498,54.95370775480031
0.0907504363001745,213.1624,49.03836891904134
2.324468085106383,107.7104,23.88107476308384
2.5816618911174785,103.3196,31.341803646886696
0.2177301509985387,188.9448,61.27971404110826
2.453038674033149,103.152,29.58583607066057
4.219206680584551,98.9272,27.813743008807712
0.5188335358444714,173.0448,72.01284047279347
0.2696800406297613,192.886,64.15938437983955
0.9500780031201248,120.1892,30.43947114126656
0.2613521695257316,182.5064,62.723242574344
0.4084507042253521,174.1896,67.47966843309176
1.9411764705882355,105.5532,25.954883350922614
1.3518344308560677,115.7772,34.151678731213195
0.4551804423748545,151.8952,52.553456755574125
0.038637307852098,220.2108,37.28537465763218
1.5906735751295338,113.376,38.62094022677335
0.9440124416796268,123.3308,42.237279402916094
0.0845986984815618,211.8184,47.30715613350691
0.6223231667748216,149.4352,59.58367058985205
0.2906556530717604,185.4792,62.914366939197606
0.1120996441281138,204.344,50.19008730815279
0.0305028854080791,211.44,35.819179220077054
0.2671059300557526,173.5664,57.56167467195512
0.0504201680672268,218.2076,38.0550929868789
0.6212710765239948,154.488,62.18351755891589
0.3426423200859291,157.0728,51.48018162516523
0.8011527377521613,150.204,65.71575141471031
1.997601918465228,107.3776,26.59097249519092
0.4705882352941176,145.8552,49.11269319595496
0.2382367508667657,183.2904,59.92762024175497
2.2051282051282053,105.4236,27.41966015544321
0.0879025239338555,192.3412,45.504021608644656
0.2518778167250876,164.6748,46.88975415759823
0.8234865061998541,136.1004,44.52860563547886
0.7743080198722498,126.9996,28.467911757626343
